,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
10,University of Waterloo,6,https://collegedunia.com/canada/college/11-university-of-waterloo-waterloo,3,https://studyabroad.shiksha.com/canada/universities/university-of-waterloo,,,17,https://www.collegedekho.com/canada/university-of-waterloo/,,,18,https://leverageedu.com/universities/university-of-waterloo,,,12112,Study_Abroad,49500,College,,Study_Abroad-College-HS
11,Northeastern University,38,https://collegedunia.com/usa/college/1020-northeastern-university-boston,4,https://studyabroad.shiksha.com/usa/universities/northeastern-university,,,33,https://www.collegedekho.com/usa/northeastern-university/,,,,,,,12114,Study_Abroad,49500,College,,Study_Abroad-College-HS
12,University of California Los Angeles,7,https://collegedunia.com/usa/college/1551-university-of-california-los-angeles-los-angeles,4,https://studyabroad.shiksha.com/usa/universities/university-of-california-los-angeles-campus,,,,,,,,,,,12115,Study_Abroad,49500,College,,Study_Abroad-College-HS
13,Massachusetts Institute of Technology,24,https://collegedunia.com/usa/college/1087-massachusetts-institute-of-technology-cambridge,5,https://studyabroad.shiksha.com/usa/universities/massachusetts-institute-of-technology,,,37,https://www.collegedekho.com/usa/massachusetts-institute-of-technology/,81,https://www.embibe.com/exams/mit-scholarships/,,,,,12116,Study_Abroad,40500,College,,Study_Abroad-College-HS
14,McGill University,6,https://collegedunia.com/canada/college/39-mcgill-university-montreal,5,https://studyabroad.shiksha.com/canada/universities/mcgill-university,,,42,https://www.collegedekho.com/canada/mcgill-university/,,,,,,,12117,Study_Abroad,40500,College,,Study_Abroad-College-HS
15,York University,7,https://collegedunia.com/canada/college/109-york-university-toronto,4,https://studyabroad.shiksha.com/canada/universities/york-university,,,37,https://www.collegedekho.com/canada/york-university/,,,48,https://leverageedu.com/universities/york-university-canada,,,12118,Study_Abroad,40500,College,,Study_Abroad-College-HS
16,Cornell University,24,https://collegedunia.com/usa/college/1452-cornell-university-ithaca,7,https://studyabroad.shiksha.com/usa/universities/cornell-university,,,,,,,,,,,12119,Study_Abroad,40500,College,,Study_Abroad-College-HS
17,Boston University,25,https://collegedunia.com/usa/college/1019-boston-university-boston,3,https://studyabroad.shiksha.com/usa/universities/boston-university,,,34,https://www.collegedekho.com/usa/boston-university/,,,,,,,12120,Study_Abroad,40500,College,,Study_Abroad-College-HS
18,Arizona State University,21,https://collegedunia.com/usa/college/2110-arizona-state-university-tempe,4,https://studyabroad.shiksha.com/usa/universities/arizona-state-university,,,,,,,,,,,12121,Study_Abroad,40500,College,,Study_Abroad-College-HS
19,Coventry University,10,https://collegedunia.com/uk/college/804-coventry-university-coventry,3,https://studyabroad.shiksha.com/uk/universities/coventry-university,,,28,https://www.collegedekho.com/united-kingdom/coventry-university/,,,56,https://leverageedu.com/blog/why-study-at-coventry-university/,,,12122,Study_Abroad,40500,College,,Study_Abroad-College-HS
20,University of Greenwich,7,https://collegedunia.com/uk/college/848-university-of-greenwich-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-greenwich,,,33,https://www.collegedekho.com/united-kingdom/university-of-greenwich/,,,,,,,12123,Study_Abroad,40500,College,,Study_Abroad-College-HS
21,University of California Berkeley,16,https://collegedunia.com/usa/college/982-university-of-california-berkeley,6,https://studyabroad.shiksha.com/usa/universities/university-of-california-berkeley-campus,,,29,https://www.collegedekho.com/usa/university-of-california-berkeley-campus/,,,,,,,12124,Study_Abroad,40500,College,,Study_Abroad-College-HS
22,University of Hertfordshire,8,https://collegedunia.com/uk/college/819-university-of-hertfordshire-hatfield,3,https://studyabroad.shiksha.com/uk/universities/university-of-hertfordshire,,,23,https://www.collegedekho.com/united-kingdom/university-of-hertfordshire/,,,75,https://leverageedu.com/universities/university-of-hertfordshire,,,12125,Study_Abroad,33100,College,,Study_Abroad-College-HS
23,Princeton University,20,https://collegedunia.com/usa/college/1873-princeton-university-princeton,7,https://studyabroad.shiksha.com/usa/universities/princeton-university,,,56,https://www.collegedekho.com/ae/usa/princeton-university/,,,65,https://leverageedu.com/blog/princeton-university/,,,12126,Study_Abroad,33100,College,,Study_Abroad-College-HS
24,University of Edinburgh,14,https://collegedunia.com/uk/college/810-university-of-edinburgh-edinburgh,6,https://studyabroad.shiksha.com/uk/universities/the-university-of-edinburgh,,,49,https://www.collegedekho.com/united-kingdom/the-university-of-edinburgh/,,,53,https://leverageedu.com/blog/university-of-edinburgh-acceptance-rate/,,,12127,Study_Abroad,33100,College,,Study_Abroad-College-HS
25,University of Manchester,10,https://collegedunia.com/uk/college/855-university-of-manchester-manchester,4,https://studyabroad.shiksha.com/uk/universities/university-of-manchester,,,37,https://www.collegedekho.com/united-kingdom/university-of-manchester/,,,62,https://leverageedu.com/universities/the-university-of-manchester-united-kingdom,,,12128,Study_Abroad,33100,College,,Study_Abroad-College-HS
26,New York University,33,https://collegedunia.com/usa/college/1713-new-york-university-new-york-city,4,https://studyabroad.shiksha.com/usa/universities/new-york-university,,,50,https://www.collegedekho.com/usa/new-york-university/,,,61,https://leverageedu.com/universities/new-york-university,,,12129,Study_Abroad,33100,College,,Study_Abroad-College-HS
27,Manchester University,9,https://collegedunia.com/uk/college/855-university-of-manchester-manchester,3,https://studyabroad.shiksha.com/uk/universities/university-of-manchester,,,39,https://www.collegedekho.com/united-kingdom/university-of-manchester/,,,91,https://leverageedu.com/blog/university-of-manchester-acceptance-rate/,,,12130,Study_Abroad,33100,College,,Study_Abroad-College-HS
28,University of Pennsylvania,40,https://collegedunia.com/usa/college/1822-university-of-pennsylvania-philadelphia,15,https://studyabroad.shiksha.com/usa/universities/university-of-pennsylvania,,,94,https://www.collegedekho.com/usa/university-of-pennsylvania/,,,,,,,12131,Study_Abroad,33100,College,,Study_Abroad-College-HS
29,University of Calgary,5,https://collegedunia.com/canada/college/10-university-of-calgary-calgary,3,https://studyabroad.shiksha.com/canada/universities/university-of-calgary,,,,,,,,,,,12132,Study_Abroad,33100,College,,Study_Abroad-College-HS
30,University of Windsor,6,https://collegedunia.com/canada/college/12-university-of-windsor-windsor,3,https://studyabroad.shiksha.com/canada/universities/university-of-windsor,,,18,https://www.collegedekho.com/canada/university-of-windsor/,,,,,,,12133,Study_Abroad,27100,College,,Study_Abroad-College-HS
31,Teesside University,19,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,3,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,12134,Study_Abroad,27100,College,,Study_Abroad-College-HS
32,University of Southern California,10,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,5,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,41,https://www.collegedekho.com/usa/university-of-southern-california/,,,32,https://leverageedu.com/universities/university-of-southern-california,,,12135,Study_Abroad,27100,College,,Study_Abroad-College-HS
33,University of Melbourne,8,https://collegedunia.com/australia/college/609-university-of-melbourne-melbourne,4,https://studyabroad.shiksha.com/australia/universities/the-university-of-melbourne,,,26,https://www.collegedekho.com/australia/the-university-of-melbourne/,,,,,60,https://admission.buddy4study.com/study-abroad/university-of-melbourne,12136,Study_Abroad,27100,College,,Study_Abroad-College-HS
34,University of Birmingham,19,https://collegedunia.com/uk/college/793-university-of-birmingham-birmingham,3,https://studyabroad.shiksha.com/uk/universities/university-of-birmingham,,,33,https://www.collegedekho.com/united-kingdom/university-of-birmingham/,,,34,https://leverageedu.com/universities/university-of-birmingham,,,12137,Study_Abroad,27100,College,,Study_Abroad-College-HS
35,University of Leeds,12,https://collegedunia.com/uk/college/825-university-of-leeds-leeds,3,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,,,17,https://www.collegedekho.com/united-kingdom/university-of-leeds/,,,,,,,12138,Study_Abroad,27100,College,,Study_Abroad-College-HS
36,University of Glasgow,20,https://collegedunia.com/uk/college/814-university-of-glasgow-glasgow,3,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,,,36,https://www.collegedekho.com/united-kingdom/university-of-glasgow/,,,,,,,12139,Study_Abroad,27100,College,,Study_Abroad-College-HS
37,Kingston University,17,https://collegedunia.com/uk/college/822-kingston-university-kingston-upon-thames,4,https://studyabroad.shiksha.com/uk/universities/kingston-university-london,,,44,https://www.collegedekho.com/united-kingdom/kingston-university/,,,,,,,12140,Study_Abroad,27100,College,,Study_Abroad-College-HS
38,University of East London,10,https://collegedunia.com/uk/college/847-university-of-east-london-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-east-london,,,21,https://www.collegedekho.com/united-kingdom/university-of-east-london/,,,23,https://leverageedu.com/universities/university-of-east-london,,,12141,Study_Abroad,27100,College,,Study_Abroad-College-HS
39,Technical University Berlin,5,https://collegedunia.com/germany/college/633-technical-university-berlin-berlin,3,https://studyabroad.shiksha.com/germany/universities/technical-university-of-berlin,,,35,https://www.collegedekho.com/germany/technical-university-of-berlin/,,,,,,,12142,Study_Abroad,22200,College,,Study_Abroad-College-HS
40,Technical University Munich,9,https://collegedunia.com/germany/college/691-technical-university-munich-munich,4,https://studyabroad.shiksha.com/germany/universities/technical-university-of-munich,,,,,,,,,,,12143,Study_Abroad,22200,College,,Study_Abroad-College-HS
41,University Canada West,5,https://collegedunia.com/canada/college/8-university-canada-west-vancouver,3,https://studyabroad.shiksha.com/canada/universities/university-canada-west-1,,,31,https://www.collegedekho.com/canada/university-canada-west/,,,,,,,12144,Study_Abroad,22200,College,,Study_Abroad-College-HS
42,Northwest University,29,https://collegedunia.com/usa/college/1487-northwest-university-kirkland,,,,,,,,,,,,,12145,Study_Abroad,22200,College,,Study_Abroad-College-HS
43,Duke University,24,https://collegedunia.com/usa/college/1259-duke-university-durham,6,https://studyabroad.shiksha.com/usa/universities/duke-university,,,69,https://www.collegedekho.com/usa/duke-university/,,,,,,,12146,Study_Abroad,22200,College,,Study_Abroad-College-HS
44,Northwestern University,20,https://collegedunia.com/usa/college/1287-northwestern-university-evanston,4,https://studyabroad.shiksha.com/usa/universities/northwestern-university,,,46,https://www.collegedekho.com/usa/northwestern-university/,,,,,,,12147,Study_Abroad,22200,College,,Study_Abroad-College-HS
45,University of Florida,28,https://collegedunia.com/usa/college/1339-university-of-florida-gainesville,4,https://studyabroad.shiksha.com/usa/universities/university-of-florida,,,48,https://www.collegedekho.com/usa/university-of-florida/,,,,,,,12148,Study_Abroad,22200,College,,Study_Abroad-College-HS
46,Brown University,19,https://collegedunia.com/usa/college/1875-brown-university-providence,6,https://studyabroad.shiksha.com/usa/universities/brown-university,,,,,,,,,,,12149,Study_Abroad,22200,College,,Study_Abroad-College-HS
47,McMaster University,7,https://collegedunia.com/canada/college/40-mcmaster-university-hamilton,10,https://studyabroad.shiksha.com/canada/universities/mcmaster-university,,,,,,,,,,,12150,Study_Abroad,22200,College,,Study_Abroad-College-HS
48,Monash University,19,https://collegedunia.com/australia/college/606-monash-university-melbourne,5,https://studyabroad.shiksha.com/australia/universities/monash-university,,,29,https://www.collegedekho.com/australia/monash-university/,,,72,https://leverageedu.com/blog/monash-university-acceptance-rate/,,,12151,Study_Abroad,22200,College,,Study_Abroad-College-HS
49,Carleton University,5,https://collegedunia.com/canada/college/2-carleton-university-ottawa,3,https://studyabroad.shiksha.com/canada/universities/carleton-university,,,18,https://www.collegedekho.com/canada/carleton-university/,,,,,,,12152,Study_Abroad,22200,College,,Study_Abroad-College-HS
50,Ryerson University,4,https://collegedunia.com/canada/college/52-ryerson-university-toronto,3,https://studyabroad.shiksha.com/canada/universities/ryerson-university,,,17,https://www.collegedekho.com/canada/ryerson-university/,,,,,,,12153,Study_Abroad,22200,College,,Study_Abroad-College-HS
51,University of Manitoba,6,https://collegedunia.com/canada/college/90-university-of-manitoba-winnipeg,3,https://studyabroad.shiksha.com/canada/universities/university-of-manitoba,,,32,https://www.collegedekho.com/canada/university-of-manitoba/,,,,,,,12154,Study_Abroad,22200,College,,Study_Abroad-College-HS
52,University of Ottawa,6,https://collegedunia.com/canada/college/95-university-of-ottawa-ottawa,3,https://studyabroad.shiksha.com/canada/universities/university-of-ottawa,,,,,,,,,,,12155,Study_Abroad,22200,College,,Study_Abroad-College-HS
53,University of Bristol,10,https://collegedunia.com/uk/college/797-university-of-bristol-bristol,3,https://studyabroad.shiksha.com/uk/universities/university-of-bristol,,,26,https://www.collegedekho.com/united-kingdom/university-of-bristol/,,,34,https://leverageedu.com/universities/university-of-bristol,,,12156,Study_Abroad,22200,College,,Study_Abroad-College-HS
54,University of Warwick,8,https://collegedunia.com/uk/college/805-university-of-warwick-coventry,3,https://studyabroad.shiksha.com/uk/universities/university-of-warwick,,,,,,,27,https://leverageedu.com/universities/university-of-warwick,,,12157,Study_Abroad,22200,College,,Study_Abroad-College-HS
55,Dalhousie University,6,https://collegedunia.com/canada/college/22-dalhousie-university-halifax,3,https://studyabroad.shiksha.com/canada/universities/dalhousie-university,,,24,https://www.collegedekho.com/canada/dalhousie-university/,,,,,,,12158,Study_Abroad,22200,College,,Study_Abroad-College-HS
56,University of Leicester,8,https://collegedunia.com/uk/college/827-university-of-leicester-leicester,5,https://studyabroad.shiksha.com/uk/universities/university-of-leicester,,,32,https://www.collegedekho.com/united-kingdom/university-of-leicester/,,,,,,,12159,Study_Abroad,22200,College,,Study_Abroad-College-HS
57,Stevens Institute of Technology,31,https://collegedunia.com/usa/college/1419-stevens-institute-of-technology-hoboken,5,https://studyabroad.shiksha.com/usa/universities/stevens-institute-of-technology,,,45,https://www.collegedekho.com/usa/stevens-institute-of-technology/,,,58,https://leverageedu.com/universities/stevens-institute-of-technology,,,12160,Study_Abroad,18100,College,,Study_Abroad-College-HS
58,National University of Singapore,11,https://collegedunia.com/singapore/college/767-national-university-of-singapore-singapore,4,https://studyabroad.shiksha.com/singapore/universities/national-university-of-singapore,,,,,,,54,https://leverageedu.com/universities/national-university-of-singapore,,,12161,Study_Abroad,18100,College,,Study_Abroad-College-HS
59,University of Sydney,16,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,6,https://studyabroad.shiksha.com/australia/universities/the-university-of-sydney,,,,,,,80,https://leverageedu.com/blog/study-in-sydney-at-the-university-of-sydney/,,,12162,Study_Abroad,18100,College,,Study_Abroad-College-HS
60,University of Nottingham,10,https://collegedunia.com/uk/college/863-university-of-nottingham-nottingham,3,https://studyabroad.shiksha.com/uk/universities/university-of-nottingham,,,18,https://www.collegedekho.com/united-kingdom/university-of-nottingham/,,,27,https://leverageedu.com/universities/university-of-nottingham,,,12163,Study_Abroad,18100,College,,Study_Abroad-College-HS
61,University of Cincinnati,11,https://collegedunia.com/usa/college/1151-university-of-cincinnati-cincinnati,4,https://studyabroad.shiksha.com/usa/universities/university-of-cincinnati,,,,,,,,,,,12164,Study_Abroad,18100,College,,Study_Abroad-College-HS
62,Simon Fraser University,5,https://collegedunia.com/canada/college/54-simon-fraser-university-burnaby,3,https://studyabroad.shiksha.com/canada/universities/simon-fraser-university,,,,,,,,,,,12165,Study_Abroad,18100,College,,Study_Abroad-College-HS
63,University of Saskatchewan,6,https://collegedunia.com/canada/college/98-university-of-saskatchewan-saskatoon,3,https://studyabroad.shiksha.com/canada/universities/university-of-saskatchewan,,,,,,,,,,,12166,Study_Abroad,18100,College,,Study_Abroad-College-HS
64,Cardiff University,11,https://collegedunia.com/uk/college/802-cardiff-university-cardiff,3,https://studyabroad.shiksha.com/uk/universities/cardiff-university,,,,,,,,,,,12167,Study_Abroad,18100,College,,Study_Abroad-College-HS
65,University of Westminster,21,https://collegedunia.com/uk/college/851-university-of-westminster-london/admission,3,https://studyabroad.shiksha.com/uk/universities/university-of-westminster,,,43,https://www.collegedekho.com/united-kingdom/university-of-westminster/,,,,,,,12168,Study_Abroad,18100,College,,Study_Abroad-College-HS
66,University of Westminster,22,https://collegedunia.com/uk/college/851-university-of-westminster-london/admission,3,https://studyabroad.shiksha.com/uk/universities/university-of-westminster,,,43,https://www.collegedekho.com/united-kingdom/university-of-westminster/,,,,,,,12168,Study_Abroad,18100,College,,Study_Abroad-College-HS
67,University of Westminster,23,https://collegedunia.com/uk/college/851-university-of-westminster-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-westminster,,,43,https://www.collegedekho.com/united-kingdom/university-of-westminster/,,,,,,,12168,Study_Abroad,18100,College,,Study_Abroad-College-HS
68,Northumbria University,13,https://collegedunia.com/uk/college/860-northumbria-university-newcastle-upon-tyne,5,https://studyabroad.shiksha.com/uk/universities/northumbria-university,,,,,,,,,,,12169,Study_Abroad,18100,College,,Study_Abroad-College-HS
69,University at Buffalo,20,https://collegedunia.com/usa/college/1078-university-at-buffalo-buffalo,5,https://studyabroad.shiksha.com/usa/universities/university-at-buffalo,,,,,,,,,,,12170,Study_Abroad,18100,College,,Study_Abroad-College-HS
70,University of London,23,https://collegedunia.com/uk/college/2366-university-of-london-london,28,https://studyabroad.shiksha.com/uk/universities-in-london,,,,,,,85,https://leverageedu.com/universities/queen-mary-university-of-london-united-kingdom,,,12171,Study_Abroad,18100,College,,Study_Abroad-College-HS
71,University of London,23,https://collegedunia.com/uk/college/2366-university-of-london-london,28,https://studyabroad.shiksha.com/uk/universities-in-london,,,,,,,86,https://leverageedu.com/universities/queen-mary-university-of-london-united-kingdom,,,12171,Study_Abroad,18100,College,,Study_Abroad-College-HS
72,University of London,23,https://collegedunia.com/uk/college/2366-university-of-london-london,28,https://studyabroad.shiksha.com/uk/universities-in-london,,,,,,,87,https://leverageedu.com/universities/university-college-london,,,12171,Study_Abroad,18100,College,,Study_Abroad-College-HS
73,Middlesex University,11,https://collegedunia.com/uk/college/842-middlesex-university-london,7,https://studyabroad.shiksha.com/uk/universities/middlesex-university,,,56,https://www.collegedekho.com/uae/middlesex-university-dubai/,,,,,,,12172,Study_Abroad,18100,College,,Study_Abroad-College-HS
74,Nottingham Trent University,21,https://collegedunia.com/uk/college/862-nottingham-trent-university-nottingham,4,https://studyabroad.shiksha.com/uk/universities/nottingham-trent-university,,,46,https://www.collegedekho.com/united-kingdom/nottingham-trent-university/,,,,,,,12173,Study_Abroad,18100,College,,Study_Abroad-College-HS
75,Brunel University,20,https://collegedunia.com/uk/college/878-brunel-university-london,3,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,47,https://leverageedu.com/blog/reasons-to-study-at-brunel-university/,,,12174,Study_Abroad,18100,College,,Study_Abroad-College-HS
76,Brunel University,21,https://collegedunia.com/uk/college/878-brunel-university-london,3,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,47,https://leverageedu.com/blog/reasons-to-study-at-brunel-university/,,,12174,Study_Abroad,18100,College,,Study_Abroad-College-HS
77,Brunel University,22,https://collegedunia.com/uk/college/878-brunel-university-london/programs,3,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,47,https://leverageedu.com/blog/reasons-to-study-at-brunel-university/,,,12174,Study_Abroad,18100,College,,Study_Abroad-College-HS
78,Lund University,27,https://collegedunia.com/sweden/college/773-lund-university-lund,13,https://studyabroad.shiksha.com/sweden/universities/lund-university,,,,,,,,,,,12175,Study_Abroad,18100,College,,Study_Abroad-College-HS
79,"Queen Mary, University of London",12,https://collegedunia.com/uk/college/843-queen-mary-university-of-london-london,3,https://studyabroad.shiksha.com/uk/universities/queen-mary-university-of-london,,,,,,,23,https://leverageedu.com/universities/queen-mary-university-of-london-united-kingdom,,,12176,Study_Abroad,18100,College,,Study_Abroad-College-HS
80,University of North Texas,17,https://collegedunia.com/usa/college/1238-university-of-north-texas-denton,4,https://studyabroad.shiksha.com/usa/universities/university-of-north-texas,,,,,,,,,,,12177,Study_Abroad,18100,College,,Study_Abroad-College-HS
81,Cleveland State University,17,https://collegedunia.com/usa/college/1168-cleveland-state-university-cleveland,3,https://studyabroad.shiksha.com/usa/universities/cleveland-state-university,,,,,,,,,,,12178,Study_Abroad,18100,College,,Study_Abroad-College-HS
82,University of New Haven,21,https://collegedunia.com/usa/college/2186-university-of-new-haven-west-haven,3,https://studyabroad.shiksha.com/usa/universities/university-of-new-haven,,,34,https://www.collegedekho.com/usa/university-of-new-haven/,,,,,,,12179,Study_Abroad,18100,College,,Study_Abroad-College-HS
83,Birmingham City University,13,https://collegedunia.com/uk/college/2288-birmingham-city-university-birmingham,3,https://studyabroad.shiksha.com/uk/universities/birmingham-city-university,,,,,,,,,,,12180,Study_Abroad,18100,College,,Study_Abroad-College-HS
84,University of Regina,4,https://collegedunia.com/canada/college/97-university-of-regina-regina,3,https://studyabroad.shiksha.com/canada/universities/university-of-regina,,,,,,,,,,,12181,Study_Abroad,18100,College,,Study_Abroad-College-HS
85,MBA in canada,2,https://collegedunia.com/canada/article/study-mba-in-canada-for-international-students-fees-requirements-scholarships-eligibility-visa-and-admission-process,1,https://studyabroad.shiksha.com/canada/mba-colleges-dc,83,https://studyabroad.careers360.com/articles/mba-in-canada-know-study-cost,17,https://www.collegedekho.com/study-abroad/articles/top-universities-in-canada-to-study-mba/,75,https://www.embibe.com/exams/study-cost-for-mba-in-canada/,10,https://leverageedu.com/blog/eligibility-for-mba-in-canada/,73,https://admission.buddy4study.com/study-abroad/mba-in-canada,12182,Study_Abroad,14800,College,,Study_Abroad-College-HS
86,Memorial University of Newfoundland,5,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns,4,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland,,,,,,,,,,,12183,Study_Abroad,14800,College,,Study_Abroad-College-HS
87,Cape Breton University,5,https://collegedunia.com/canada/college/20-cape-breton-university-sydney,4,https://studyabroad.shiksha.com/canada/universities/cape-breton-university,,,36,https://www.collegedekho.com/canada/cape-breton-university/,,,,,,,12184,Study_Abroad,14800,College,,Study_Abroad-College-HS
88,University of Texas - Dallas,11,https://collegedunia.com/usa/college/1903-university-of-texas-dallas-richardson,3,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-dallas,,,,,,,,,,,12185,Study_Abroad,14800,College,,Study_Abroad-College-HS
89,Anglia Ruskin University,12,https://collegedunia.com/uk/college/799-anglia-ruskin-university-cambridge,3,https://studyabroad.shiksha.com/uk/universities/anglia-ruskin-university,,,46,https://www.collegedekho.com/united-kingdom/anglia-ruskin-university/,,,,,,,12186,Study_Abroad,14800,College,,Study_Abroad-College-HS
90,Queen's University,6,https://collegedunia.com/canada/college/47-queens-university-kingston,5,https://studyabroad.shiksha.com/canada/universities/queen-s-university,,,,,,,,,,,12187,Study_Abroad,14800,College,,Study_Abroad-College-HS
91,University of Arizona,17,https://collegedunia.com/usa/college/2127-university-of-arizona-tucson,6,https://studyabroad.shiksha.com/usa/universities/university-of-arizona,,,26,https://www.collegedekho.com/usa/university-of-arizona/,,,,,,,12188,Study_Abroad,14800,College,,Study_Abroad-College-HS
92,Deakin University,26,https://collegedunia.com/australia/college/600-deakin-university-geelong,5,https://studyabroad.shiksha.com/australia/universities/deakin-university,,,,,,,,,,,12189,Study_Abroad,14800,College,,Study_Abroad-College-HS
93,University of Auckland,11,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,3,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,32,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,,,,,12190,Study_Abroad,14800,College,,Study_Abroad-College-HS
94,University of Bath,9,https://collegedunia.com/uk/college/786-university-of-bath-bath,3,https://studyabroad.shiksha.com/uk/universities/university-of-bath,,,,,,,,,,,12191,Study_Abroad,14800,College,,Study_Abroad-College-HS
95,University of Sheffield,19,https://collegedunia.com/uk/college/874-university-of-sheffield-sheffield,3,https://studyabroad.shiksha.com/uk/universities/the-university-of-sheffield,,,,,,,,,,,12192,Study_Abroad,14800,College,,Study_Abroad-College-HS
96,Michigan State University,14,https://collegedunia.com/usa/college/1262-michigan-state-university-east-lansing,4,https://studyabroad.shiksha.com/usa/universities/michigan-state-university,,,,,,,,,,,12193,Study_Abroad,14800,College,,Study_Abroad-College-HS
97,University of Queensland,16,https://collegedunia.com/australia/college/596-the-university-of-queensland-brisbane,3,https://studyabroad.shiksha.com/australia/universities/the-university-of-queensland,,,34,https://www.collegedekho.com/australia/the-university-of-queensland/,,,,,,,12194,Study_Abroad,14800,College,,Study_Abroad-College-HS
