city_id,city,New York,Los Angeles,Chicago,Houston,Phoenix
8492,Richmond,538.822,4211.02,1286.661,2129.067,3619.328
6772,Lexington,1132.646,3477.197,603.925,1592.309,2885.486
8698,Salem,378.298,4830.684,1612.525,2989.476,4273.334
3710,Ashland,4650.458,1090.269,3401.62,3574.574,1685.053
3683,Arlington,375.497,4285.338,1126.238,2257.718,3693.628
4144,Bridgewater,328.838,4781.225,1563.065,2965.971,4263.684
3911,Bellevue,4549.489,1830.786,3278.506,3756.044,2284.461
4981,Des Moines,1785.378,2706.993,536.539,1503.928,2253.027
9623,Vienna,384.286,4273.013,1119.697,2245.412,3681.321
4478,Charleston,1219.675,4000.597,1470.448,1757.486,3460.534
3967,Bethany,374.933,4214.278,1087.259,2281.988,3622.568
3731,Athens,1311.96,3626.004,1251.545,1391.421,3085.959
8699,Salem,378.298,4830.684,1612.525,2989.476,4273.334
6957,Madison,863.223,3610.95,574.304,1861.831,3019.239
3711,Ashland,4650.459,1090.269,3401.62,3574.574,1685.053
5723,Glassboro,172.015,4400.196,1259.046,2479.294,3808.485
6903,Lowell,353.192,4805.58,1587.42,2964.37,4248.229
3924,Beloit,1426.765,3194.934,155.782,1749.268,2740.666
6942,Macon,4725.829,576.868,3476.99,3061.172,1171.652
9555,Urbana,1329.91,3237.78,225.278,1526.801,2628.533
5145,Easton,117.035,4351.877,0,2501.545,3760.167
8158,Philippi,776.954,3892.878,936.614,2056.94,3301.168
5653,Galesburg,1545.794,3062.53,318.768,1598.584,2490.59
8472,Rexburg,3983.273,1445.203,2734.434,2970.066,1497.102
8703,Salina,2293.205,0,1193.799,0,1663.323
6940,Macomb,1480.035,3152.816,251.235,1516.904,2608.592
4206,Bryan,2839.197,2004.309,1813.09,571.267,1407.029
