id,Keyword,Tag,Search Volume,Category,Exam Tag,new_tag
16100,Case Western Reserve University vs Emory University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16101,Case Western Reserve University vs University of Pittsburgh,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16102,Case Western Reserve University vs University of Rochester,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16103,Vanderbilt University vs Harvard University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16104,Vanderbilt University vs Johns Hopkins University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16105,Georgetown University vs UCLA,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16106,Georgetown University vs Cornell University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16107,Georgetown University vs Duke University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16108,Georgetown University vs University of Virginia,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16109,Georgetown University vs Harvard University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16110,Georgetown University vs Johns Hopkins University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16111,Georgetown University vs Emory University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16112,Vanderbilt University vs Duke University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16113,Case Western Reserve University vs University of Michigan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16114,Washington University vs Georgetown University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16115,Washington University vs University of Washington,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16116,University of Virgnia vs University of Notre Dame,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16117,Tufts University vs Washington University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16118,Vanderbilt University vs University of Michigan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16119,University of Notre Dame vs Vanderbilt University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16120,Stanford GSB vs HBS,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16121,Wharton vs HBS,Study_Abroad,30,Comparison,,Study_Abroad-Part_2
16122,MIT Sloan vs Stanford GSB,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16123,MIT Sloan vs Wharton MBA,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16124,MBA at Columbia Business School vs MBA at HBS,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16125,MBA at Columbia Business School vs Wharton,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16126,Columbia MBA vs MIT,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16127,Booth vs MIT Sloan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16128,MBA at MIT Sloan vs MBA at Kellogg School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16129,MBA at LBS vs MBA at Wharton,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16130,MBA at MIT vs Yale,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16131,MBA at LBS vs MBA Standord Graduate School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16132,MBA at Columbia Business School vs Chicago Booth,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16133,MBA at Chicago Booth vs Kellogg School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16134,MBA at Harvard Business School vs Kellogg School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16135,London Business School MBA vs Harvard MBA,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16136,London Business School vs Oxford Said MBA,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16137,MBA at London Business School vs INSEAD,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16138,MBA at Columbia Business School vs Stern Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16139,MBA at Chicago Booth vs Haravard Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16140,MBA at Kellogg vs Wharton,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16141,MBA at Stern vs Rutgers Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16142,MBA at Anderson School of Management vs NUS,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16143,MBA at said Business School vs Harvard Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16144,MBA at Ross vs MBA at Wharton,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16145,MBA at Yale School of Management vs Harvard Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16146,MBA at Said Business School vs London Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16147,MBA at MIT Sloan vs INSEAD,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16148,MBA at CBS vs INSEAD,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16149,MBA at CBS vs Yale SOM,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16150,MBA at CBS vs Kellog,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16151,MBA at Ross School of Business vs Stern School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16152,MBA at Stern vs MBA at Kelley School of Business/ MBA at NYU vs Indiana,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16153,MBA at Haas School of Business vs Stanford GSB,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16154,MBA at Duke Fuqua vs Michigan Ross,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16155,MBA at Duke Fuqua vs Cornell Johnson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16156,MBA at Duke Fuqua vs UCLA Anderson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16157,MBA at USC Marshall vs UCLA Anderson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16158,MBA at USC Marshall vs NYU Stern,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16159,MBA at USC Marshall vs Michigan Ross,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16160,MBA at Cambridge Judge vs London Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16161,MBA at Camridge Judge Said Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16162,MBA at Tuck school of Business vs Johnson Graduate School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16163,MBA at Darden School of Business vs Fuqua School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16164,MBA at Carnegie Mellon Tepper vs Cornell Johnson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16165,MBA at Carnegie Mellon Tepper vs Stanford GSB,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16166,Warwick MBA vs Imperial MBA,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16167,MBA at Imperial College Business School vs London Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16168,MBA at Warwick School of Business vs London Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16169,MBA at Tuck Business School vs Yale School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16170,MBA at Tepper School of Business vs Ross School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16171,MBA at Tepper School of Business vs Stern School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16172,MBA at Melbourne Business School vs London Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16173,MBA at Marshall School of Business vs McCombs School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16174,MBA at Marshall School of Business vs Haas Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16175,MBA at National University of Singapore vs Singapore Management University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16176,MBA at NUS vs Nanyang Technological University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16177,MBA at Melbourne Business School vs Sydney Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16178,MBA at Tepper vs MIT Sloan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16179,MBA at Tepper vs Wharton,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16180,MBA at Warwick Business School vs Alliance Manchester Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16181,MBA at Warwick Business School vs Edinburgh Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16182,MBA at McCombs School of Business vs Kelley School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16183,MBA at Cornell Johnson vs Michigan Ross,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16184,MBA at Cornell Johnson vs UCLA Anderson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16185,MBA at Rotman vs MBA at Ted Rogers School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16186,MBA at Desautels vs Rotman,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16187,MBA at Scheller College of Business vs Stanford GSB,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16188,MBA at Scheller College of Business vs MIT Sloan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16189,MBA at Rotman School of Management vs Schulich School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16190,MBA at Warwick vs Cass Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16191,MBA at AGSM vs Sydney Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16192,MBA at AGSM vs Melbourne Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16193,MBA at Scheller vs Marshall Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16194,MBA at Scheller College of Business vs Tepper Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16195,MBA at McDonough School of Business vs The Fuqua School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16196,MBA at McDonough School of Business vs Cornell Johnson,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16197,MBA at WHU-Otto vs Edinburgh Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16198,MBA at Kenan Flagler Business School vs Tepper Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16199,MBA at Kenan Flagler Business school vs McDonough Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16200,MBA at Kenan Flagler Business school vs Ross Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16201,MBA at McDonough vs NYU Stern,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16202,MBA at Desautels Faculty of Management vs John Molson School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16203,Kenan-Flagler Business School vs Darden School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16204,Kenan-Flagler Business School vs The Fuqua School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16205,MBA at Ivey Business School vs Rotman School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16206,MBA at Ivey Business School vs Schulich Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16207,Kenan-Flagler Business School vs McCombs School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16208,MBA at Cranfield School of Management vs Imperial Colleged Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16209,MBA at Ivey Business School vs Desautels School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16210,MBA at Kenan-Flagler B-School vs Anderson School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16211,MBA at Kenan-Flagler B-School vs Goizueta Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16212,MBA at Cranfield vs Warwick Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16213,MBA at Goizueta Business School vs McDonough School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16214,MBA at Darden School of Business vs McDonough School of Business,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16215,MBA at Cranfield School of Management vs Alliance Manchester,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16216,Durham Business School vs Warwick Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16217,MBA at sauder school of business vs Rotman School of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16218,MBA at sauder school of business vs Ivey Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16219,MBA at Sauder School of Business vs Schulich Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16220,MBA at Sauder School of Business vs Desautels Faculty of Management,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16221,MBA at Edinburgh Business School vs Strathclyde Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16222,MBA at Durham vs Edinburgh Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16223,MBA at Durham vs Alliance Manchester,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16224,MBA at Durham vs Said Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16225,ASU vs Penn State,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16226,Arizona State University vs UCLA,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16227,Carleton vs UOttawa,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16228,Carnegie Mellon vs Cornell,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16229,Carnegie Mellon vs Stanford,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16230,CMU vs UC Berkeley,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16231,Carnegie Mellon vs UMich,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16232,Columbia University vs Harvard University,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16233,Columbia University vs MIT,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16234,Cornell vs UCLA,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16235,Cornell University vs Stanford University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16236,Harvard University vs University of Cambridge,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16237,Imperial College vs UCL,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16238,Imperial college vs cambridge,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16239,Indiana University vs ASU,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16240,London school of Economics vs Harvard University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16241,McGill University vs Harvard University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16242,Mcmaster university vs simon fraser university,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16243,U of T vs McMaster,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16244,MSU vs ASU,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16245,Monash University vs RMIT University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16246,Monash University vs University of Technology Syndey,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16247,Northeastern University vs New York University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16248,Northeastern University vs Pennsylvania State University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16249,Northeastern University vs University of Illinois Urbana Champaign,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16250,Princeton vs University of Chicago,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16251,Stanford University vs New York University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16252,Syracuse University vs Duke University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16253,Syracuse University vs Northeastern University,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16254,UBC vs Simon Fraser University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16255,UBC vs Toronto,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16256,UC Berkeley vs Stanford University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16257,UCLA vs California Institute of Technology,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16258,UT Dallas vs Texas A&M,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16259,UBC vs University of Waterloo,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16260,UWaterloo vs UAlberta,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16261,UWaterloo vs U of T,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16262,UNSW vs University of Technology Sydney,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16263,University of Pennsylvania vs UCLA,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16264,University of Technology in Sydney vs University of Sydney,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16265,Yale University vs Columbia University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16266,Yale University vs Harvard University,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16267,Yale University vs Princeton University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16268,York vs McMaster,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16269,York University vs Simon Fraser University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16270,York University vs University of Toronto,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16271,Emory University vs NYU,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16272,IIT Chicago vs UIC,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16273,Drexel vs Northeastern,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16274,Stanford Graduate School of Business vs Harvard Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16275,Wharton vs Harvard Business School,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16276,MBA at UC Berkeley vs Stanford,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16277,MBA at Toronto vs McGill,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16278,MBA at Georgia Tech vs Stanford GSB,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16279,MBA at Georgia Tech vs MIT Sloan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16280,MBA at UToronto vs York University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16281,MBA at University of North Carolina vs Carnegie Mellon,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16282,MBA at University of North Carlina vs Georgetown University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16283,MBA at University of North Carolina vs University of Michigan,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16284,MBA at Georgetown University vs NYU,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16285,MBA at Mcgill vs Concordia,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16286,MBA at UToronto vs UBC,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16287,MBA at UBC vs UWO,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16288,MBA at UBC vs York,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16289,MBA at UBC vs McGill,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16290,Arizona State University vs Pennsylvania State University,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16291,CMU vs Cornell,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16292,CMU vs Stanford,Study_Abroad,20,Comparison,,Study_Abroad-Part_2
16293,UToronto vs McMaster,Study_Abroad,0,Comparison,,Study_Abroad-Part_2
16294,UBC vs U of T,Study_Abroad,10,Comparison,,Study_Abroad-Part_2
16295,University of Waterloo vs University of Toronto,Study_Abroad,20,Comparison,,Study_Abroad-Part_2
16296,Algoma University BSc in Environmental Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16297,Carleton University BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16298,Carleton University BSc in Biology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16299,Carleton University BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16300,Carleton University BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16301,Carleton University BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16302,Carleton University BSc in Environmental Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16303,Carleton University BA in Law,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16304,Carleton University BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16305,Carleton University BSc in Physics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16306,Carleton University BEng in Software Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16307,Concordia University BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16308,Concordia University BSc in Biology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16309,Concordia University BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16310,Concordia University BEng in Computer Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16311,Concordia University BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16312,Concordia University BA in Journalism,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16313,Concordia University BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16314,Concordia University BEng in Software Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16315,University of Alberta BSc in Mathematics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16316,University of Alberta BSc in Neuroscience,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16317,University of Calgary BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16318,University of Calgary BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16319,University of Calgary BSc in Computer Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16320,University of Calgary BSc in Environmental Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16321,University of Calgary BSc in Neuroscience,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16322,University of Calgary BSc in Physics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16323,University of Calgary Bachelor of Science in Engineeringin Software Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16324,University of Waterloo BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16325,University of Waterloo BA in Legal Studies,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16326,University of Windsor BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16327,University of Windsor BSc in Biology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16328,University of Windsor BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16329,Cape Breton University BSc in Biology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16330,Cape Breton University BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16331,Dalhousie University BSc in Mathematics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16332,Dalhousie University BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16333,Dalhousie University BSc in Neuroscience,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16334,Memorial University of Newfoundland BSc in Physics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16335,Lakehead University Thunder Bay BSc in Computer Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16336,McGill University BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16337,McGill University BEng in Computer Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16338,McGill University BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16339,McGill University BSc in Computer Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16340,McGill University BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16341,McGill University BSc in Neuroscience,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16342,McGill University BEng in Software Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16343,McMaster University BASc in Computer Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16344,Memorial University of Newfoundland BSc in Biochemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16345,Memorial University of Newfoundland BSc in Biology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16346,Memorial University of Newfoundland BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16347,Memorial University of Newfoundland BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16348,Memorial University of Newfoundland BEng in Computer Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16349,Memorial University of Newfoundland BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16350,Memorial University of Newfoundland BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16351,Memorial University of Newfoundland BSc in Psychology,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16352,Queen's University BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16353,Queen's University BEng in Computer Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16354,Queen's University BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16355,Queen's University MEng in Mechanical and Materials Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16356,Queen's University Bachelor in Medicine,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16357,Ryerson University BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16358,Ryerson University BEng in Civil Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16359,Ryerson University BEng in Computer Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16360,Ryerson University BSc in Computer Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16361,Ryerson University BEng in Electrical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16362,Ryerson University Bachelorin Journalism,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16363,Ryerson University BEng in Mechanical Engineering,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16364,Simon Fraser University BSc in Chemistry,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16365,Simon Fraser University BSc in Environmental Science,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16366,University of British Columbia BSc in Mathematics,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16367,University of British Columbia BA in International Relations,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
16368,Thompson Rivers University Bachelorin Journalism,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
