Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
University of Calgary BSc in Neuroscience,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/neuroscience,2,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-neuroscience-1128,,,18,https://studyabroad.shiksha.com/canada/universities/university-of-calgary,,,,,,,,,,,,,,,,,16320,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Calgary Bachelor of Science in Engineeringin Software Engineering,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/software-engineering,4,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-software-engineering-1136,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-calgary/bachelor-of-science-in-engineering-in-software-engineering,57,https://www.careers360.com/question-want-to-do-engineering-in-canada-got-9cgpa-in-10th-cbse-expecting-more-than-80-plus-cbse2-i-am-training-for-ielts-suggest-top-colleges,46,https://www.collegedekho.com/study-abroad/articles/study-engineering-in-canada/,,,,,,,,,39,https://leverageedu.com/blog/hi/software-engineering-in-hindi/,,,16322,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Waterloo BSc in Biochemistry,1,TOP SITE,06-12-2021,https://uwaterloo.ca/future-students/programs/biochemistry,2,https://collegedunia.com/canada/college/11-university-of-waterloo-waterloo/bachelor-of-science-bsc-biochemistry-1189,,,3,https://studyabroad.shiksha.com/canada/universities/university-of-waterloo/bachelor-of-science-in-biochemistry,,,,,,,,,,,,,,,,,16323,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Waterloo BA in Legal Studies,1,TOP SITE,06-12-2021,https://uwaterloo.ca/future-students/programs/legal-studies,3,https://collegedunia.com/canada/college/11-university-of-waterloo-waterloo/bachelor-of-arts-ba-legal-studies-1260,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-waterloo/bachelors-in-legal-studies,,,26,https://www.collegedekho.com/study-abroad/universities-llb-in-legal-studies/,,,,,,,,,,,,,16324,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Windsor BSc in Biochemistry,1,TOP SITE,06-12-2021,https://future.uwindsor.ca/biochemistry,3,https://collegedunia.com/canada/college/12-university-of-windsor-windsor/bachelor-of-science-bsc-biochemistry-1352,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-windsor/bachelor-of-science-honours-in-biochemistry,,,47,https://www.collegedekho.com/study-abroad/universities-biochemistry/,,,,,,,,,,,,,16325,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Windsor BSc in Biology,1,TOP SITE,06-12-2021,https://www.uwindsor.ca/science/349/bsc-honours-biological-sciences,6,https://collegedunia.com/canada/college/12-university-of-windsor-windsor/bachelor-of-science-bsc-biology-1355,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-windsor/bachelor-of-science-honours-in-biology,,,47,https://www.collegedekho.com/canada/university-of-windsor/,,,,,,,,,,,,,16326,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Windsor BSc in Chemistry,1,TOP SITE,06-12-2021,https://www.uwindsor.ca/science/355/bsc-chemistry-major-or-honours,3,https://collegedunia.com/canada/college/12-university-of-windsor-windsor/bachelor-of-science-bsc-chemistry-1364,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-windsor/bachelor-of-science-honours-in-chemistry,,,40,https://www.collegedekho.com/study-abroad/universities-bachelor-of-science-in-chemistry/,,,,,,,,,,,,,16327,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Cape Breton University BSc in Biology,1,TOP SITE,06-12-2021,https://www.cbu.ca/academics/programs/biology/,3,https://collegedunia.com/canada/college/20-cape-breton-university-sydney/bachelor-of-science-bsc-biology-2047,,,2,https://studyabroad.shiksha.com/canada/universities/cape-breton-university/bachelor-of-science-in-biology,,,28,https://www.collegedekho.com/canada/cape-breton-university/,,,,,,,,,60,https://leverageedu.com/blog/best-engineering-courses-for-future/,,,16328,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Cape Breton University BSc in Chemistry,1,TOP SITE,06-12-2021,https://www.cbu.ca/academics/programs/chemistry/,2,https://collegedunia.com/canada/college/20-cape-breton-university-sydney/bachelor-of-science-bsc-chemistry-2056,,,17,https://studyabroad.shiksha.com/canada/universities/cape-breton-university/bachelor-of-engineering-transfer-program-engineering-diploma,,,,,,,,,,,,,74,https://leverageedu.com/blog/best-engineering-courses-for-future/,,,16329,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Dalhousie University BSc in Mathematics,1,TOP SITE,06-12-2021,https://www.dal.ca/academics/programs/undergraduate/mathematics.html,8,https://collegedunia.com/canada/college/22-dalhousie-university-halifax/bachelor-of-science-bsc-mathematics-2402,59,https://prepp.in/hptet-exam,9,https://studyabroad.shiksha.com/canada/universities/dalhousie-university/bsc-ba-in-mathematics,,,,,,,,,,,,,,,,,16330,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
