,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
1453,Best Universities in uk for International Students,5,https://collegedunia.com/uk/article/study-in-uk-top-courses-top-universities-in-uk-for-international-students,7,https://studyabroad.shiksha.com/uk/universities,,,41,https://www.collegedekho.com/united-kingdom/universities-all/,,,,,,,16,https://leverageedu.com/blog/universities-in-uk/,88,https://admission.buddy4study.com/study-abroad/study-in-uk,15364,Study_Abroad,390,Niche,,Study_Abroad-part_1
1454,Exams to Study in the UK,4,https://collegedunia.com/uk/article/exams-to-study-in-the-uk-for-international-students-ietls-toefl-caeesol-gmat-score-requirement,6,https://studyabroad.shiksha.com/student-guide-to-the-united-kingdom-uk-guidepage-16,,,39,https://www.collegedekho.com/study-abroad/articles/list-of-entrance-exams-to-study-abroad/,,,,,,,28,https://leverageedu.com/blog/study-in-uk-for-indian-students-after-12th/,,,15365,Study_Abroad,0,Niche,,Study_Abroad-part_1
1455,Apply to UK Universities,20,https://collegedunia.com/uk/article/apply-to-universities-in-the-uk-ucas-application-process-requirements-dates,26,https://studyabroad.shiksha.com/student-guide-to-the-united-kingdom-uk-guidepage-16,,,38,https://www.collegedekho.com/study-abroad/articles/application-deadlines-for-popular-uk-universities/,,,,,,,34,https://leverageedu.com/blog/uk-universities-that-accept-direct-application/,,,15366,Study_Abroad,110,Niche,,Study_Abroad-part_1
1456,Scholarship for international students in UK,32,https://collegedunia.com/uk/article/financial-support-for-international-students-to-study-in-the-uk-scholarships-student-loans-international-organizations,17,https://studyabroad.shiksha.com/10-popular-uk-scholarships-for-indian-students-articlepage-102,,,88,https://www.collegedekho.com/study-abroad/articles/popular-uk-scholarships-for-indian-students/,,,,,,,64,https://leverageedu.com/blog/scholarships-for-indian-students-to-study-in-uk/,,,15367,Study_Abroad,590,Niche,,Study_Abroad-part_1
1457,UK Student Visa,43,https://collegedunia.com/uk/article/visa-requirements-in-uk-visa-checklist-processing-time-fee-requirements-for-international-students,11,https://studyabroad.shiksha.com/uk-student-visa-guide-applycontent5763,,,,,,,,,,,,,,,15368,Study_Abroad,8100,Niche,,Study_Abroad-part_1
1458,International Student Accommodation in UK,5,https://collegedunia.com/uk/article/study-in-uk-for-international-students-complete-guide-to-student-accommodation-travel-and-transport,71,https://studyabroad.shiksha.com/living-costs-for-international-students-in-uk-articlepage-573,,,,,,,,,,,,,,,15369,Study_Abroad,0,Niche,,Study_Abroad-part_1
1459,Jobs opportunities in UK,15,https://collegedunia.com/uk/article/jobs-for-international-students-in-uk-work-permit-and-salary,,,,,,,,,,,,,,,51,https://admission.buddy4study.com/study-abroad/jobs-in-uk,15370,Study_Abroad,1000,Niche,,Study_Abroad-part_1
1460,2-year post-study work visa UK,31,https://collegedunia.com/uk/article/uk-allows-2-year-stay-back-for-international-graduates-scrapes-off-study-visa-restrictions,5,https://studyabroad.shiksha.com/post-study-work-permit-in-uk-applycontent5977,57,https://news.careers360.com/uk-opens-new-post-study-work-visa-route-for-international-students,,,,,,,,,28,https://leverageedu.com/blog/uk-post-study-work-visa/,97,https://admission.buddy4study.com/study-abroad/uk-post-study-work-visa-updated-rule,15371,Study_Abroad,40,Niche,,Study_Abroad-part_1
1461,Student Direct Stream Program,36,https://collegedunia.com/canada/article/student-direct-stream-sds-program-eligibility-criteria-and-application-process,17,https://studyabroad.shiksha.com/student-direct-stream-sds-new-student-visa-program-of-canada-articlepage-1413,,,,,,,,,,,55,https://leverageedu.com/blog/sds-colleges-in-canada/,,,15372,Study_Abroad,10,Niche,,Study_Abroad-part_1
1462,Tests to Study in Germany,4,https://collegedunia.com/germany/article/tests-for-studying-in-germany-testdaf-dsh-ielts-toefl,5,https://studyabroad.shiksha.com/exams/ielts/exams-required-for-admissions-to-ug-pg-courses-in-germany,80,https://studyabroad.careers360.com/articles/how-apply-for-ms-in-germany,49,https://www.collegedekho.com/study-abroad/articles/germany-september-intake-timeline-admission-requirements/,,,,,,,21,https://leverageedu.com/blog/german-language-tests/,,,15373,Study_Abroad,0,Niche,,Study_Abroad-part_1
1463,Apply to German Universities,21,https://collegedunia.com/germany/article/study-in-germany-how-to-apply-as-an-international-student,27,https://studyabroad.shiksha.com/study-in-germany-timeline-for-september-2022-intake-guidepage-421,,,48,https://www.collegedekho.com/study-abroad/articles/study-in-germany-timeline-for-summer-intake/,,,,,,,58,https://leverageedu.com/blog/free-education-in-germany/,84,https://admission.buddy4study.com/study-abroad/german-universities,15374,Study_Abroad,210,Niche,,Study_Abroad-part_1
1464,Application deadlines for German Universities,2,https://collegedunia.com/germany/article/application-deadlines-for-german-universities-winter-and-summer-2019,10,https://studyabroad.shiksha.com/study-in-germany-timeline-for-september-2022-intake-guidepage-421,,,27,https://www.collegedekho.com/study-abroad/articles/study-in-germany-timeline-for-summer-intake/,,,,,,,50,https://leverageedu.com/blog/intakes-in-germany/,,,15375,Study_Abroad,110,Niche,,Study_Abroad-part_1
1465,Application deadlines for German Universities,2,https://collegedunia.com/germany/article/application-deadlines-for-german-universities-winter-and-summer-2019,11,https://studyabroad.shiksha.com/study-in-germany-timeline-for-september-2022-intake-guidepage-421,,,27,https://www.collegedekho.com/study-abroad/articles/study-in-germany-timeline-for-summer-intake/,,,,,,,50,https://leverageedu.com/blog/intakes-in-germany/,,,15375,Study_Abroad,110,Niche,,Study_Abroad-part_1
