Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Masters in project management in Australia,1,TOP SITE,06-12-2021,https://www.masterstudies.com/Masters-Degree/Project-Management/Australia/,3,https://collegedunia.com/australia/article/masters-in-project-management-in-australia-a-detailed-courseguide,20,https://studyabroad.shiksha.com/australia/universities/victoria-university/master-of-project-management,,,,,,,,,,,,,,,13909,Study_Abroad,170,Course_Guide,,Study_Abroad-part_1
Master of professional accounting in Australia,1,TOP SITE,06-12-2021,https://www.sydney.edu.au/courses/courses/pc/master-of-professional-accounting.html,2,https://collegedunia.com/australia/article/mpa-in-australia-top-ranking-colleges-eligibility-costs-salaries,10,https://studyabroad.shiksha.com/australia/universities/melbourne-institute-of-technology/master-of-professional-accounting,,,,,,,,,,,93,https://leverageedu.com/blog/masters-of-professional-accounting-in-australia/,,,13917,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
MS in Netherlands,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/netherlands/ms-colleges-dc,3,https://collegedunia.com/netherlands/article/ms-in-netherlands-comprehensive-course-guide,1,https://studyabroad.shiksha.com/netherlands/ms-colleges-dc,,,,,,,,,,,34,https://leverageedu.com/blog/study-in-netherlands/,,,13937,Study_Abroad,260,Course_Guide,,Study_Abroad-part_1
MS in Netherlands,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/netherlands/ms-colleges-dc,3,https://collegedunia.com/netherlands/article/ms-in-netherlands-comprehensive-course-guide,1,https://studyabroad.shiksha.com/netherlands/ms-colleges-dc,,,,,,,,,,,34,https://leverageedu.com/blog/study-in-netherlands/,,,13937,Study_Abroad,260,Course_Guide,,Study_Abroad-part_1
BBA in Germany,1,TOP SITE,06-12-2021,https://collegedunia.com/germany/article/bba-in-germany-complete-course-guide,1,https://collegedunia.com/germany/article/bba-in-germany-complete-course-guide,2,https://studyabroad.shiksha.com/germany/bachelors-of-business-colleges-cl,21,https://www.careers360.com/question-can-i-study-bba-in-germany,20,https://www.collegedekho.com/study-abroad/articles/study-bba-abroad-after-class-12/,,,,,,,50,https://leverageedu.com/blog/courses-after-bba/,,,13978,Study_Abroad,390,Course_Guide,,Study_Abroad-part_1
BBA in Germany,1,collegedunia.com,06-12-2021,https://collegedunia.com/germany/article/bba-in-germany-complete-course-guide,1,https://collegedunia.com/germany/article/bba-in-germany-complete-course-guide,2,https://studyabroad.shiksha.com/germany/bachelors-of-business-colleges-cl,21,https://www.careers360.com/question-can-i-study-bba-in-germany,20,https://www.collegedekho.com/study-abroad/articles/study-bba-abroad-after-class-12/,,,,,,,50,https://leverageedu.com/blog/courses-after-bba/,,,13978,Study_Abroad,390,Course_Guide,,Study_Abroad-part_1
How to Submit LOR to Universities Abroad?,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/sending-lor-universities-abroad-applycontent21015,2,https://collegedunia.com/study-abroad/article/submitting-letter-of-recommendation-to-universities-abroad?cftin=0,1,https://studyabroad.shiksha.com/sending-lor-universities-abroad-applycontent21015,47,https://studyabroad.careers360.com/articles/lor-tips-for-ms-studies,8,https://www.collegedekho.com/study-abroad/articles/complete-guide-to-letter-of-recommendation-lor/,,,,,,,27,https://leverageedu.com/blog/lor-samples/,34,https://admission.buddy4study.com/study-abroad/letter-of-recommendation,14171,Study_Abroad,0,LOR,,Study_Abroad-part_1
How to Submit LOR to Universities Abroad?,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/sending-lor-universities-abroad-applycontent21015,2,https://collegedunia.com/study-abroad/article/submitting-letter-of-recommendation-to-universities-abroad?cftin=0,1,https://studyabroad.shiksha.com/sending-lor-universities-abroad-applycontent21015,47,https://studyabroad.careers360.com/articles/lor-tips-for-ms-studies,8,https://www.collegedekho.com/study-abroad/articles/complete-guide-to-letter-of-recommendation-lor/,,,,,,,27,https://leverageedu.com/blog/lor-samples/,34,https://admission.buddy4study.com/study-abroad/letter-of-recommendation,14171,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for Management,1,TOP SITE,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-management-structure-sample-for-popular-universities?cftin=0,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-management-structure-sample-for-popular-universities?cftin=0,6,https://studyabroad.shiksha.com/sample-lor-for-ms-applycontent2723,90,https://studyabroad.careers360.com/articles/letter-of-recommendation-for-phd-students,,,,,,,,,14,https://leverageedu.com/blog/lor-samples/,,,14174,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for Management,1,collegedunia.com,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-management-structure-sample-for-popular-universities?cftin=0,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-management-structure-sample-for-popular-universities?cftin=0,6,https://studyabroad.shiksha.com/sample-lor-for-ms-applycontent2723,90,https://studyabroad.careers360.com/articles/letter-of-recommendation-for-phd-students,,,,,,,,,14,https://leverageedu.com/blog/lor-samples/,,,14174,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for BBA,1,TOP SITE,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-bba-structure-sample-for-popular-universities,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-bba-structure-sample-for-popular-universities,4,https://studyabroad.shiksha.com/sample-lor-for-ug-courses-applycontent2729,2,https://www.careers360.com/question-can-you-provide-me-a-sample-of-lor-for-bba-student-by-mathematics-and-business-studies-teacher,,,,,,,,,7,https://leverageedu.com/blog/hi/lor-kya-hota-hai/,,,14176,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for BBA,1,collegedunia.com,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-bba-structure-sample-for-popular-universities,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-bba-structure-sample-for-popular-universities,4,https://studyabroad.shiksha.com/sample-lor-for-ug-courses-applycontent2729,2,https://www.careers360.com/question-can-you-provide-me-a-sample-of-lor-for-bba-student-by-mathematics-and-business-studies-teacher,,,,,,,,,7,https://leverageedu.com/blog/hi/lor-kya-hota-hai/,,,14176,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for Business Analytics,1,TOP SITE,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,64,https://studyabroad.shiksha.com/australia/universities/la-trobe-university/master-of-business-analytics,,,,,,,,,,,14,https://leverageedu.com/blog/sop-for-business-analytics/,,,14177,Study_Abroad,40,LOR,,Study_Abroad-part_1
LOR for Business Analytics,1,TOP SITE,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,2,https://images.static-collegedunia.com/public/image/e6fe7b5726b3bcc6ac29be3edeae60bd.pdf,64,https://studyabroad.shiksha.com/australia/universities/la-trobe-university/master-of-business-analytics,,,,,,,,,,,14,https://leverageedu.com/blog/sop-for-business-analytics/,,,14177,Study_Abroad,40,LOR,,Study_Abroad-part_1
LOR for Business Analytics,1,collegedunia.com,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,64,https://studyabroad.shiksha.com/australia/universities/la-trobe-university/master-of-business-analytics,,,,,,,,,,,14,https://leverageedu.com/blog/sop-for-business-analytics/,,,14177,Study_Abroad,40,LOR,,Study_Abroad-part_1
LOR for Business Analytics,1,collegedunia.com,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-lor-for-business-analytics-structure-sample-for-popular-universities?cftin=0,2,https://images.static-collegedunia.com/public/image/e6fe7b5726b3bcc6ac29be3edeae60bd.pdf,64,https://studyabroad.shiksha.com/australia/universities/la-trobe-university/master-of-business-analytics,,,,,,,,,,,14,https://leverageedu.com/blog/sop-for-business-analytics/,,,14177,Study_Abroad,40,LOR,,Study_Abroad-part_1
LOR for Public Health,1,TOP SITE,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-for-public-health,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-for-public-health,49,https://studyabroad.shiksha.com/canada/universities/university-of-alberta/master-of-public-health-mph,,,,,,,,,,,,,,,14178,Study_Abroad,0,LOR,,Study_Abroad-part_1
LOR for Public Health,1,collegedunia.com,06-12-2021,https://collegedunia.com/study-abroad/article/letter-of-recommendation-for-public-health,1,https://collegedunia.com/study-abroad/article/letter-of-recommendation-for-public-health,49,https://studyabroad.shiksha.com/canada/universities/university-of-alberta/master-of-public-health-mph,,,,,,,,,,,,,,,14178,Study_Abroad,0,LOR,,Study_Abroad-part_1
MA in Germany,1,TOP SITE,06-12-2021,https://www.mastersportal.com/search/master/germany,5,https://collegedunia.com/germany/article/study-ma-in-germany-top-universities-eligibility-fees-scholarships-jobs,2,https://studyabroad.shiksha.com/germany/ms-colleges-dc,28,https://www.careers360.com/university/savitribai-phule-pune-university-pune/ma-german-course,,,,,,,,,,,,,14192,Study_Abroad,720,Course_Guide,,Study_Abroad-part_1
Dentistry in USA,1,TOP SITE,06-12-2021,https://collegedunia.com/usa/article/dentistry-in-the-us-why-us-deadlines-application-process-and-cost,1,https://collegedunia.com/usa/article/dentistry-in-the-us-why-us-deadlines-application-process-and-cost,6,https://studyabroad.shiksha.com/usa/bachelors-in-dental-courses-sl,,,,,,,,,,,,,,,14195,Study_Abroad,480,Course_Guide,,Study_Abroad-part_1
Dentistry in USA,1,collegedunia.com,06-12-2021,https://collegedunia.com/usa/article/dentistry-in-the-us-why-us-deadlines-application-process-and-cost,1,https://collegedunia.com/usa/article/dentistry-in-the-us-why-us-deadlines-application-process-and-cost,6,https://studyabroad.shiksha.com/usa/bachelors-in-dental-courses-sl,,,,,,,,,,,,,,,14195,Study_Abroad,480,Course_Guide,,Study_Abroad-part_1
MA in UK,1,TOP SITE,06-12-2021,https://www.mastersportal.com/countries/30/united-kingdom.html,6,https://collegedunia.com/uk/article/masters-ms-in-the-uk-course-guide-for-international-students,2,https://studyabroad.shiksha.com/uk/ma-colleges-dc,,,,,,,,,,,37,https://leverageedu.com/blog/1-year-masters-programs-in-the-uk/,,,14199,Study_Abroad,390,Course_Guide,,Study_Abroad-part_1
PG Diploma in Business Analytics in Canada,1,TOP SITE,06-12-2021,https://collegedunia.com/canada/article/pg-diploma-in-business-analytics-in-canada-top-colleges-eligibility-fees-funding,1,https://collegedunia.com/canada/article/pg-diploma-in-business-analytics-in-canada-top-colleges-eligibility-fees-funding,30,https://studyabroad.shiksha.com/canada/certificate-diploma-in-business-colleges-cl,78,https://www.careers360.com/courses/business-analytics-course,80,https://www.collegedekho.com/study-abroad/universities-postgraduate-diploma-of-science-in-data-analytics-and-big-data/,,,,,,,74,https://leverageedu.com/blog/pg-diploma-vs-masters-in-canada/,,,14209,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
PG Diploma in Business Analytics in Canada,1,collegedunia.com,06-12-2021,https://collegedunia.com/canada/article/pg-diploma-in-business-analytics-in-canada-top-colleges-eligibility-fees-funding,1,https://collegedunia.com/canada/article/pg-diploma-in-business-analytics-in-canada-top-colleges-eligibility-fees-funding,30,https://studyabroad.shiksha.com/canada/certificate-diploma-in-business-colleges-cl,78,https://www.careers360.com/courses/business-analytics-course,80,https://www.collegedekho.com/study-abroad/universities-postgraduate-diploma-of-science-in-data-analytics-and-big-data/,,,,,,,74,https://leverageedu.com/blog/pg-diploma-vs-masters-in-canada/,,,14209,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
Masters in Construction Management in UK,1,TOP SITE,06-12-2021,https://www.idp.com/india/search/construction-management/all/united-kingdom/,2,https://collegedunia.com/uk/article/masters-in-construction-management-in-uk-top-colleges-admissions-fees-funding-jobs,15,https://studyabroad.shiksha.com/uk/ms-in-construction-colleges-ds,,,74,https://www.collegedekho.com/united-kingdom/universities-construction-management/,,,,,,,61,https://leverageedu.com/blog/hi/uk-%E0%A4%B8%E0%A5%87-construction-management-%E0%A4%AE%E0%A5%87%E0%A4%82-masters/,,,14221,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
Study in Hong Kong,1,TOP SITE,06-12-2021,https://studyinhongkong.edu.hk/,4,https://collegedunia.com/hong-kong,3,https://studyabroad.shiksha.com/hong-kong,,,,,,,,,,,8,https://leverageedu.com/blog/study-in-hong-kong/,,,14425,Study_Abroad,110,Country_Page,,Study_Abroad-part_1
Study in Germany,1,TOP SITE,06-12-2021,https://www.studying-in-germany.org/,16,https://collegedunia.com/germany,4,https://studyabroad.shiksha.com/germany,,,34,https://www.collegedekho.com/germany/,,,,,,,45,https://leverageedu.com/blog/free-education-in-germany/,,,14433,Study_Abroad,8100,Niche,,Study_Abroad-part_1
Study in Australia - Travel and Stay Guide for International Students,1,TOP SITE,06-12-2021,https://www.internationalstudent.com/study_australia/,3,https://collegedunia.com/australia/article/study-in-australia-travel-and-stay-guide-for-international-students,2,https://studyabroad.shiksha.com/student-guide-to-australia-guidepage-13,,,20,https://www.collegedekho.com/study-abroad/articles/canada-travel-guide-for-international-students/,,,,,,,49,https://leverageedu.com/blog/study-in-australia/,,,15359,Study_Abroad,0,Niche,,Study_Abroad-part_1
Tests to Study in Germany,1,TOP SITE,06-12-2021,https://www.admissiongyan.com/entrance-exams-ms-germany/,3,https://collegedunia.com/germany/article/tests-for-studying-in-germany-testdaf-dsh-ielts-toefl,5,https://studyabroad.shiksha.com/exams/ielts/exams-required-for-admissions-to-ug-pg-courses-in-germany,,,42,https://www.collegedekho.com/study-abroad/articles/germany-september-intake-timeline-admission-requirements/,,,,,,,23,https://leverageedu.com/blog/german-language-tests/,,,15373,Study_Abroad,0,Niche,,Study_Abroad-part_1
Exams to Study in Ireland,1,TOP SITE,06-12-2021,https://collegedunia.com/ireland/article/exams-to-study-in-ireland-ielts-toefl-gmat-and-gre-requirements,1,https://collegedunia.com/ireland/article/exams-to-study-in-ireland-ielts-toefl-gmat-and-gre-requirements,2,https://studyabroad.shiksha.com/exams-required-to-study-in-ireland-articlepage-1025,,,57,https://www.collegedekho.com/articles/heres-why-indian-students-favour-ireland-for-overseas-education/,,,,,31,https://www.embibe.com/exams/masters-in-ireland/,9,https://leverageedu.com/blog/ms-in-ireland/,,,15384,Study_Abroad,0,Niche,,Study_Abroad-part_1
Exams to Study in Ireland,1,collegedunia.com,06-12-2021,https://collegedunia.com/ireland/article/exams-to-study-in-ireland-ielts-toefl-gmat-and-gre-requirements,1,https://collegedunia.com/ireland/article/exams-to-study-in-ireland-ielts-toefl-gmat-and-gre-requirements,2,https://studyabroad.shiksha.com/exams-required-to-study-in-ireland-articlepage-1025,,,57,https://www.collegedekho.com/articles/heres-why-indian-students-favour-ireland-for-overseas-education/,,,,,31,https://www.embibe.com/exams/masters-in-ireland/,9,https://leverageedu.com/blog/ms-in-ireland/,,,15384,Study_Abroad,0,Niche,,Study_Abroad-part_1
