Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
ctet syllabus,1,TOP SITE,06-12-2021,https://www.careerpower.in/ctet-syllabus.html,,,13,https://prepp.in/ctet-exam/syllabus,12,https://www.shiksha.com/exams/ctet-exam-syllabus,17,https://competition.careers360.com/hi/articles/ctet-syllabus,16,https://www.collegedekho.com/exam/ctet/syllabus,64,https://career.aglasem.com/ctet-syllabus/,,,,,15,https://www.embibe.com/exams/ctet-syllabus/,,,66,https://exam.buddy4study.com/ctet-syllabus,5754,Prepp,40500,Syllabus,,Prepp-C2
bpsc syllabus,1,TOP SITE,06-12-2021,https://www.bpsc.bih.nic.in/Syllabus.htm,,,7,https://prepp.in/bpsc-exam/syllabus,,,17,https://competition.careers360.com/articles/bpsc-syllabus,,,,,4,https://byjus.com/free-ias-prep/bpsc-syllabus/,30,https://www.fresherslive.com/competitive-exams/bpsc-syllabus-108634,22,https://www.embibe.com/exams/bpsc-syllabus/,,,,,5760,Prepp,49500,Syllabus,,Prepp-C2
rajasthan police result,1,TOP SITE,06-12-2021,https://www.police.rajasthan.gov.in/,,,23,https://prepp.in/rajasthan-police-exam/results,25,https://www.shiksha.com/exams/rajasthan-police-constable-exam-results,81,https://news.careers360.com/rajasthan-police-constable-pet-result-2021-declared-check-details-at-policerajasthangovin,,,,,,,57,https://www.fresherslive.com/competitive-exams/rajasthan-police-result-109832,,,,,,,5764,Prepp,33100,Result,,Prepp-C2
upsc mains syllabus,1,TOP SITE,06-12-2021,https://www.drishtiias.com/mains/mains-syllabus,,,21,https://prepp.in/ias-exam-exam/exam-pattern,22,https://www.shiksha.com/exams/ias-exam-syllabus,37,https://competition.careers360.com/articles/upsc-ias-syllabus,,,,,3,https://byjus.com/free-ias-prep/upsc-mains-syllabus/,,,29,https://www.embibe.com/exams/upsc-syllabus-ias/,31,https://leverageedu.com/blog/hi/upsc-mains-syllabus-hindi/,,,5782,Prepp,33100,Syllabus,,Prepp-C2
gds result,1,TOP SITE,06-12-2021,https://appost.in/gdsonline/home.aspx,,,55,https://prepp.in/india-post-gds-exam/results,,,86,https://news.careers360.com/india-post-gds-result-2020-for-up-region-declared-check-here,,,79,https://career.aglasem.com/gds-result/,,,31,https://www.fresherslive.com/competitive-exams/india-post-gds-result-102824,6,https://www.embibe.com/exams/gds-result/,,,,,5785,Prepp,49500,Result,,Prepp-C2
cds syllabus,1,TOP SITE,06-12-2021,https://www.careerpower.in/cds-syllabus.html,,,2,https://prepp.in/cds-exam/syllabus,7,https://www.shiksha.com/exams/cds-exam-syllabus,9,https://competition.careers360.com/articles/cds-syllabus,,,11,https://career.aglasem.com/upsc-cds-syllabus/,4,https://byjus.com/govt-exams/cds-syllabus/,,,5,https://www.embibe.com/exams/cds-syllabus/,,,97,https://exam.buddy4study.com/cds-exam-syllabus,5787,Prepp,33100,Syllabus,,Prepp-C2
kvpy result,1,TOP SITE,06-12-2021,http://www.kvpy.iisc.ernet.in/main/results.htm,,,4,https://prepp.in/kvpy-exam/results,6,https://www.shiksha.com/exams/kvpy-exam-results,5,https://school.careers360.com/articles/kvpy-result,,,8,https://schools.aglasem.com/60394/,39,https://byjus.com/jee/kvpy-results/,11,https://www.fresherslive.com/education/kvpy-result-104380,3,https://www.embibe.com/exams/kvpy-result/,,,14,https://exam.buddy4study.com/kvpy-result,5788,Prepp,40500,Result,,Prepp-C2
afcat syllabus,1,TOP SITE,06-12-2021,https://www.careerpower.in/afcat-syllabus.html,,,4,https://prepp.in/afcat-exam/exam-pattern,5,https://www.shiksha.com/exams/afcat-exam-syllabus,14,https://competition.careers360.com/articles/afcat-syllabus,10,https://www.collegedekho.com/exam/afcat/syllabus,27,https://career.aglasem.com/afcat-syllabus/,9,https://byjus.com/govt-exams/afcat-syllabus/,65,https://www.fresherslive.com/articles/indian-air-force-afcat-syllabus-102313,30,https://www.embibe.com/exams/afcat-syllabus/,69,https://leverageedu.com/blog/pu/afcat-exam/,51,https://exam.buddy4study.com/afcat-syllabus,5789,Prepp,33100,Syllabus,,Prepp-C2
barc recruitment,1,TOP SITE,06-12-2021,http://www.barc.gov.in/,,,10,https://prepp.in/barc-recruitment-exam,,,60,https://news.careers360.com/barc-recruitment-2021-apply-for-63-vacancies-for-various-posts,,,50,https://news.aglasem.com/barc-recruitment-2021-60-vacancy/,,,8,https://www.fresherslive.com/barc-bhabha-atomic-research-centre-recruitment,,,,,,,5790,Prepp,40500,Recruitment,,Prepp-C2
kvs recruitment,1,TOP SITE,06-12-2021,https://kvsangathan.nic.in/,,,13,https://prepp.in/kvs-recruitment-exam,,,,,,,,,,,62,https://www.fresherslive.com/kendriya-vidyalaya-sangathan-recruitment,,,55,https://leverageedu.com/blog/kvs-recruitment/,,,5792,Prepp,40500,Recruitment,,Prepp-C2
